rep,noise,true_snr,true_snr_eff,fe,estimator,est,err,lag1,artf,warn_corr
1,impulse,15,15.0,False,snr_beat_residual_db,3.3081913903313778,-11.691808609668623,0.5765434808596203,0.21014492753623187,1.0
1,impulse,15,15.0,False,snr_hsc_db,4.176362017408789,-10.823637982591212,0.5765434808596203,0.21014492753623187,1.0
1,impulse,15,15.0,False,snr_isoelectric_db,20.166759366042232,5.166759366042232,0.5765434808596203,0.21014492753623187,1.0
1,impulse,20,20.0,False,snr_beat_residual_db,3.8825800142273814,-16.117419985772617,0.6538154835686554,0.16058394160583941,1.0
1,impulse,20,20.0,False,snr_hsc_db,14.428917122069414,-5.571082877930586,0.6538154835686554,0.16058394160583941,1.0
1,impulse,20,20.0,False,snr_isoelectric_db,20.192901130344026,0.19290113034402623,0.6538154835686554,0.16058394160583941,1.0
1,mixed,0,0.0,False,snr_beat_residual_db,-0.7030408379915019,-0.7030408379915019,0.22521143819476486,0.11643835616438356,1.0
1,mixed,0,0.0,False,snr_hsc_db,0.955640209186722,0.955640209186722,0.22521143819476486,0.11643835616438356,1.0
1,mixed,0,0.0,False,snr_isoelectric_db,11.45632665534098,11.45632665534098,0.22521143819476486,0.11643835616438356,1.0
1,mixed,5,5.0,False,snr_beat_residual_db,3.1937866521335905,-1.8062133478664095,0.313878341826995,0.051470588235294115,1.0
1,mixed,5,5.0,False,snr_hsc_db,11.782920663727696,6.782920663727696,0.313878341826995,0.051470588235294115,1.0
1,mixed,5,5.0,False,snr_isoelectric_db,6.575609244658255,1.5756092446582546,0.313878341826995,0.051470588235294115,1.0
1,mixed,10,10.0,False,snr_beat_residual_db,2.409462359077117,-7.590537640922883,0.5417698965430746,0.19424460431654678,1.0
1,mixed,10,10.0,False,snr_hsc_db,1.1096297082270892,-8.89037029177291,0.5417698965430746,0.19424460431654678,1.0
1,mixed,10,10.0,False,snr_isoelectric_db,20.83663180372639,10.836631803726391,0.5417698965430746,0.19424460431654678,1.0
1,mixed,15,15.0,False,snr_beat_residual_db,3.522789826657171,-11.47721017334283,0.6097273052779925,0.16666666666666666,1.0
1,mixed,15,15.0,False,snr_hsc_db,10.318774698306722,-4.681225301693278,0.6097273052779925,0.16666666666666666,1.0
1,mixed,15,15.0,False,snr_isoelectric_db,16.490522622022116,1.490522622022116,0.6097273052779925,0.16666666666666666,1.0
1,mixed,20,20.0,False,snr_beat_residual_db,4.2408662597760935,-15.759133740223906,0.69310251143897,0.13333333333333333,1.0
1,mixed,20,20.0,False,snr_hsc_db,-0.16045852020651352,-20.160458520206515,0.69310251143897,0.13333333333333333,1.0
1,mixed,20,20.0,False,snr_isoelectric_db,17.733640851691646,-2.2663591483083536,0.69310251143897,0.13333333333333333,1.0
2,awgn,0,0.0,False,snr_beat_residual_db,-12.725946440055235,-12.725946440055235,0.013743209700485768,0.0,0.0
2,awgn,0,0.0,False,snr_hsc_db,-12.075981819043061,-12.075981819043061,0.013743209700485768,0.0,0.0
2,awgn,0,0.0,False,snr_isoelectric_db,1.166233861277077,1.166233861277077,0.013743209700485768,0.0,0.0
2,awgn,5,5.0,False,snr_beat_residual_db,-6.33120037409737,-11.33120037409737,-0.16042566197321842,0.0,0.0
2,awgn,5,5.0,False,snr_hsc_db,-10.50652337995028,-15.50652337995028,-0.16042566197321842,0.0,0.0
2,awgn,5,5.0,False,snr_isoelectric_db,4.812200824458203,-0.18779917554179715,-0.16042566197321842,0.0,0.0
2,awgn,10,10.0,False,snr_beat_residual_db,-3.821214322570148,-13.821214322570148,-0.48870103521301983,0.41139240506329117,1.0
2,awgn,10,10.0,False,snr_hsc_db,-8.976203820737286,-18.976203820737286,-0.48870103521301983,0.41139240506329117,1.0
